UMAP1,UMAP2,leiden,cell_type,is_KC,rut_expression
-3.6519525,-1.9767015,49,139,0,0.0
2.1384437,1.2778438,51,87,0,0.0
1.1562335,-6.298714,52,6,0,0.0
-8.994135,5.6794577,50,A/B-KC,1,1.0
-0.3139235,3.268781,55,Tm20,0,0.0
1.9208505,-13.382099,49,Tm1/TmY8,0,0.0
-10.865523,2.4874003,49,T2,0,0.0
-3.1419516,0.5975414,49,109,0,0.0
3.4265597,0.45982763,54,158,0,0.0
-1.1550803,-4.060706,48,11,0,0.0
11.680495,-3.9580047,51,PNG,0,0.0
-6.955814,3.263286,51,142,0,0.0
7.9673767,0.9684229,50,CSM,0,0.0
-1.5501167,0.4301693,56,19,0,0.0
4.4665427,-7.2029552,50,216,0,0.0
-1.9183066,-6.4218864,50,OPN,0,2.0
-4.0055766,-1.4879878,49,77,0,0.0
-10.722404,1.9613827,49,T2,0,0.0
-2.8580315,-5.56065,50,18,0,1.0
-6.004324,5.2638597,50,Tm9,0,0.0
-2.3730588,12.145945,52,Dm8/Dm11,0,0.0
-9.777802,-0.7012536,50,121,0,0.0
-2.6118095,-3.9498,50,79,0,0.0
1.1208411,-3.604392,49,7,0,0.0
-0.26509959,3.0838819,55,Tm20,0,1.0
-2.9450002,5.69134,50,Tm2,0,0.0
1.179782,3.1609888,52,TmY3,0,0.0
-1.3936217,-0.8964789,48,LC10a/b,0,0.0
2.8799794,0.16578588,54,72,0,0.0
-7.248159,-2.255959,49,Pm4,0,0.0
-10.474086,-6.0547442,49,Mi1,0,0.0
7.4740233,0.683822,50,CSM,0,0.0
2.847356,-3.18363,49,172,0,2.0
-5.487282,4.5321956,50,Tm9,0,0.0
-1.5505887,-6.4444613,50,98,0,0.0
2.1218486,6.2474246,53,T4/T5,0,0.0
-7.4993396,1.869929,51,Tm3,0,0.0
-5.7055397,-8.612314,50,81,0,0.0
-10.670152,-6.888719,49,Mi1,0,0.0
4.4463897,-0.082920104,54,Dm3,0,0.0
4.3286614,3.4017477,52,L2/L3,0,0.0
-0.07453042,1.4897461,56,34,0,0.0
-1.7993292,-7.819726,49,8,0,1.0
-2.8175547,5.185283,50,Tm2,0,0.0
-3.442205,-0.6404765,49,Pm4,0,0.0
2.5653658,7.027779,53,T4/T5,0,0.0
2.850022,3.5676124,52,L2/L3,0,0.0
-0.40941826,-9.237007,51,98,0,0.0
-7.218581,-1.3164337,49,200,0,0.0
-0.09613681,-0.31785634,56,199,0,0.0
-6.1741433,9.811245,50,T2a,0,0.0
-1.8370196,1.3147681,56,19,0,0.0
-4.439552,7.0098996,52,Tm4,0,0.0
-1.2354612,-5.3482313,50,30,0,1.0
-0.62905926,0.106763296,56,80,0,0.0
8.086714,7.066575,57,AST,0,0.0
-0.25278535,0.9588076,56,34,0,0.0
-14.169809,-2.4942915,50,T1,0,0.0
-6.0292573,2.5050614,50,PB4/5,0,1.0
-8.340925,2.2494829,51,Tm3,0,1.0
-3.0293925,-2.1294653,48,27,0,1.0
5.2609305,10.370929,52,Dm9,0,0.0
-1.0351529,0.3203543,56,113,0,0.0
-1.1865445,-7.7316437,49,8,0,0.0
-2.9278736,7.7760386,51,26,0,0.0
8.017625,4.9077725,51,ENS,0,0.0
-0.93705964,-9.274587,49,195,0,0.0
-0.5516603,1.2942055,56,80,0,0.0
-0.9491556,-7.424267,49,122,0,2.0
5.1209307,0.19857982,54,Dm3,0,0.0
-3.1090245,8.657223,51,26,0,0.0
6.554874,3.469825,51,33,0,0.0
-6.9046655,-1.8285375,49,Pm4,0,1.0
-8.359631,-0.81678194,50,167,0,0.0
1.6508723,-2.240503,49,132,0,0.0
2.418925,-3.1599123,49,132,0,1.0
-5.708221,-3.0685763,51,58,0,1.0
7.085202,0.6838415,52,Lawf1,0,0.0
2.9140604,7.4442005,53,T4/T5,0,0.0
-14.541931,-2.7945642,50,T1,0,1.0
1.8432907,-13.24589,49,Tm1/TmY8,0,0.0
-3.923999,1.1338378,53,131,0,0.0
-1.2139982,0.70253307,56,80,0,1.0
10.015746,2.9986613,51,PNG,0,0.0
-4.1322594,-5.25473,50,14,0,2.0
2.2919047,6.6466355,53,T4/T5,0,1.0
0.20562683,-2.799926,48,86,0,0.0
-4.325179,-5.375769,50,14,0,0.0
-8.262876,6.8325973,50,A/B-KC,1,5.0
7.8609104,8.058524,57,AST,0,0.0
-6.225659,-1.4671894,49,42,0,0.0
-0.34443417,-10.563585,51,98,0,0.0
1.6797749,0.63123333,51,97,0,0.0
-7.3170743,0.18137437,51,TmY5a,0,0.0
-3.7687018,0.7490085,49,109,0,1.0
-0.9993535,6.7781315,52,C2,0,1.0
7.8285027,0.7751703,50,CSM,0,0.0
5.7244596,3.579167,57,65,0,0.0
1.5577443,0.18716803,51,97,0,0.0
-2.1006715,-1.5158083,49,LC10a/b,0,1.0
-0.30071175,-0.2046551,56,27,0,0.0
1.7374896,5.261244,53,T4/T5,0,0.0
1.459403,-8.2574415,52,49,0,0.0
-0.9404004,1.8115383,55,144,0,0.0
2.5504744,11.289332,51,C3,0,0.0
8.677973,8.4026,57,AST,0,0.0
-0.1539523,-3.8090816,48,100,0,0.0
-10.094914,8.424034,49,G-KC,1,3.0
4.8965616,0.08131103,54,Dm3,0,0.0
-8.636404,4.0535736,52,Lawf2,0,0.0
10.406141,-6.4662757,51,PLM,0,0.0
-2.5387316,1.5163416,56,19,0,0.0
-4.777791,0.8626579,49,Tm5c,0,0.0
-1.5709208,-5.279962,50,30,0,1.0
0.10064271,-4.271489,48,38,0,0.0
-2.103897,1.0842918,56,19,0,0.0
1.7785045,5.6899467,53,T4/T5,0,0.0
1.1181797,-8.990841,52,49,0,0.0
-0.40086794,-7.4856243,52,50,0,1.0
-2.8964844,0.7802242,49,136,0,0.0
-1.8208749,-7.5982757,49,8,0,0.0
0.9705747,1.9917061,56,57,0,0.0
2.129452,-7.063242,52,166,0,1.0
2.3073733,1.3052217,51,87,0,0.0
2.401661,-9.451718,52,LLPC1,0,1.0
-3.0821679,-12.233154,50,Mi15,0,4.0
9.032254,0.8067816,50,CSM,0,0.0
3.1608224,7.2790003,53,T4/T5,0,0.0
-0.3636737,-2.099685,48,25,0,0.0
-5.741728,-1.1962216,49,42,0,0.0
-3.1873388,-2.5901983,51,58,0,0.0
-0.094105326,-4.955535,48,65,0,0.0
-2.4845889,-0.9275238,49,LC10a/b,0,0.0
-10.937155,2.6979299,49,T2,0,0.0
2.5530899,7.2828364,53,T4/T5,0,0.0
-1.7534816,-5.9639187,50,30,0,0.0
-0.50079846,-4.877143,48,120,0,0.0
-2.052473,-0.8208256,49,LC10a/b,0,1.0
-5.8244886,-8.607352,50,81,0,0.0
-2.4637764,-6.013207,50,30,0,0.0
-4.2350636,-4.582182,50,14,0,2.0
-10.651508,8.564113,49,G-KC,1,6.0
-4.6400285,-2.2619874,49,77,0,0.0
5.2860193,0.28981593,54,Dm3,0,0.0
1.645704,6.227247,53,T4/T5,0,0.0
-10.725283,-6.70094,49,Mi1,0,0.0
-3.1038156,-9.759993,49,Pm4,0,0.0
0.93008894,-4.3566976,49,62,0,1.0
-3.4044223,-4.676636,50,PB2,0,5.0
2.8405252,11.517847,51,C3,0,0.0
-5.7004366,0.6975387,49,Mi9,0,0.0
-0.113237485,3.7123284,55,Tm20,0,0.0
-3.2728689,-1.566253,49,89,0,2.0
10.885892,4.2930775,51,ENS,0,0.0
-0.27794605,-3.5481415,48,38,0,0.0
-2.1771643,-4.183922,50,79,0,2.0
-3.7703834,3.9223664,50,179,0,0.0
-0.3452378,-2.2903423,48,25,0,0.0
-7.095119,-1.9697145,49,Pm4,0,0.0
-2.6762705,-2.2351274,49,LPLC1/2,0,0.0
2.1329198,7.0523863,53,T4/T5,0,1.0
-4.905275,0.4328575,49,Mi9,0,0.0
-9.144799,6.48047,50,A/B-KC,1,2.0
-10.214078,-5.8377666,49,Mi1,0,0.0
-8.649684,6.66554,50,A/B-KC,1,2.0
-2.4081123,-8.378557,49,84,0,1.0
-1.9414282,-3.4670675,50,99,0,0.0
1.6455687,5.391286,53,T4/T5,0,0.0
9.561762,4.144788,51,ENS,0,0.0
3.823049,-5.204077,49,PB1,0,2.0
-1.3078789,-8.009491,49,8,0,0.0
-2.5676734,-8.32885,49,84,0,0.0
-3.591414,2.7574859,49,104,0,0.0
-4.01761,3.5154052,50,179,0,1.0
0.5802299,-0.9792786,48,Dm12,0,0.0
-0.07089963,0.5555862,56,113,0,0.0
1.5732057,-3.900101,49,198,0,1.0
2.717226,-1.4263872,49,LPi-34,0,0.0
4.3045697,-1.574082,54,15b,0,0.0
-2.7663777,8.361249,51,26,0,0.0
-0.98819286,-0.55708027,55,140,0,0.0
-1.5475721,-4.0165553,48,11,0,0.0
-1.7538582,-0.016206834,49,128,0,1.0
10.439708,-6.5191703,51,PLM,0,0.0
-0.02320741,-2.6942787,51,86,0,0.0
1.78026,-3.0534992,49,114,0,0.0
-4.6416907,-3.866393,49,35,0,0.0
-4.501449,-7.1495495,51,OPN,0,1.0
-4.8285513,-4.8468275,49,39,0,1.0
-3.8264236,6.9965487,52,Tm4,0,0.0
-9.291688,-1.6926922,50,154,0,0.0
9.93073,4.597258,51,ENS,0,0.0
-5.850108,9.690447,50,T2a,0,0.0
-8.151401,2.1747904,51,Tm3,0,0.0
-3.9540906,-3.425179,49,63,0,0.0
-4.400823,-1.1818074,49,77,0,0.0
-7.3050346,3.3445737,51,142,0,0.0
-4.109069,-7.013741,51,OPN,0,1.0
-0.97118616,7.0969443,52,C2,0,1.0
-2.6732032,-2.017122,49,104,0,0.0
-1.6287377,2.4891832,55,83,0,0.0
-6.0213914,-0.04295283,51,126,0,1.0
4.1509647,-2.4851916,50,24,0,1.0
7.1932635,0.665602,52,Lawf1,0,0.0
0.15009181,-4.5267596,49,62,0,0.0
-3.9514668,3.4218757,50,179,0,0.0
-3.4870481,-10.805413,50,SER,0,0.0
-2.5870914,0.1619197,49,LC10a/b,0,0.0
2.0184813,5.6713724,53,T4/T5,0,0.0
1.0453423,-2.8038218,49,114,0,1.0
-1.968141,-0.4726748,49,152,0,1.0
-1.7029107,-3.442993,48,11,0,0.0
2.5082154,-4.89058,49,129,0,0.0
-12.134533,2.4273846,49,T3,0,0.0
-5.617659,-2.2148335,49,42,0,0.0
-2.8296707,5.54652,50,Tm2,0,1.0
2.0168982,-7.9712954,52,49,0,0.0
-5.715098,5.2848907,50,Tm9,0,0.0
-10.937716,8.835613,49,G-KC,1,3.0
-3.6099331,-2.9630885,49,39,0,1.0
2.0867095,-0.6710194,54,201,0,0.0
-10.983728,2.3722856,49,T2,0,0.0
-0.020932864,-4.3917913,48,38,0,0.0
-4.978528,1.9999124,52,61,0,0.0
-11.065082,8.117671,49,G-KC,1,1.0
-8.478775,6.6983438,50,A/B-KC,1,2.0
-1.572751,-2.6733031,48,79,0,0.0
-5.7188945,-3.0152833,51,58,0,0.0
-2.1071796,-1.8343949,48,99,0,0.0
6.0481625,1.1997854,52,Lawf1,0,0.0
-10.052179,7.6793976,49,G-KC,1,3.0
-2.9683785,4.991629,50,Tm2,0,0.0
2.5052907,7.3110094,53,T4/T5,0,0.0
-2.467314,-5.067707,50,66,0,3.0
1.499873,-5.526355,49,23,0,0.0
3.8716416,-1.519764,54,15b,0,0.0
5.6840887,4.2964845,57,65,0,0.0
-11.132595,2.8520803,49,T2,0,0.0
-13.706102,-2.7448797,50,T1,0,0.0
-5.342419,0.51800674,49,Mi9,0,0.0
2.362933,6.0265923,53,T4/T5,0,0.0
-11.319984,2.857364,49,T2,0,0.0
1.8961399,1.291198,51,87,0,0.0
-1.9699391,-0.06780135,49,128,0,0.0
2.1595526,-5.814749,49,23,0,1.0
-0.57603514,-5.0673847,48,11,0,0.0
2.0520642,5.9901705,53,T4/T5,0,0.0
2.0518014,6.5940456,53,T4/T5,0,0.0
11.127965,4.789074,51,ENS,0,0.0
-0.30693844,2.0624602,55,55,0,1.0
4.072185,2.461731,50,L4/L5,0,0.0
-2.6328094,8.643389,51,26,0,0.0
-4.7211995,-4.34575,49,39,0,1.0
4.3944063,-1.7010695,54,15b,0,0.0
-1.0611417,-9.853668,49,dFB_B,0,1.0
-0.2541067,3.4840915,55,Tm20,0,1.0
-9.522256,-0.73542154,50,121,0,1.0
2.473386,11.408862,51,C3,0,0.0
2.683503,11.135875,51,C3,0,1.0
-3.9924781,-4.057705,49,63,0,0.0
-10.233839,7.1774306,49,G-KC,1,3.0
-3.2577925,-5.2913303,50,18,0,0.0
-1.8134906,-4.6021085,48,12,0,0.0
-1.2988951,-6.3077826,49,94,0,1.0
1.4680908,-6.413142,52,108,0,0.0
2.4910583,11.0287075,51,C3,0,0.0
1.785543,-13.123613,49,Tm1/TmY8,0,1.0
2.5776742,6.9423885,53,T4/T5,0,0.0
7.9055047,-7.893485,52,Lai,0,0.0
-2.5305297,2.3167248,51,193,0,0.0
-4.090556,-4.047902,49,SER,0,1.0
-2.9162405,-7.145163,49,14,0,0.0
-3.0867398,-5.2263937,49,95,0,1.0
-1.1282357,-4.1056895,48,11,0,0.0
1.9450647,7.1387186,53,T4/T5,0,0.0
2.067608,-3.009517,49,114,0,0.0
-0.28154075,3.0362723,55,Tm20,0,0.0
1.310482,-1.5901371,50,24,0,0.0
1.4171435,-3.408876,49,7,0,0.0
2.1491556,7.35225,53,T4/T5,0,0.0
-3.5454695,-3.378438,49,63,0,0.0
-0.97581536,6.5302806,52,C2,0,1.0
-0.66192406,1.8870242,56,19,0,2.0
2.9516048,7.315654,53,T4/T5,0,2.0
2.709076,11.219904,51,C3,0,0.0
-3.6008356,0.62386787,49,109,0,0.0
-7.25503,0.38274467,51,TmY5a,0,0.0
-4.9445496,0.95630664,49,Tm5c,0,0.0
4.3765388,-0.9603893,54,15a,0,0.0
-0.8121559,0.9099777,56,80,0,0.0
-5.598391,-1.8506606,49,42,0,1.0
-0.29509193,-8.410414,51,215,0,0.0
-2.827102,5.5755258,50,Tm2,0,0.0
-6.2429338,1.1829056,49,Mi9,0,0.0
-0.18084855,-4.262079,48,94,0,1.0
2.2982223,-4.034852,49,32,0,2.0
3.1091766,2.8436859,50,174,0,2.0
2.9694908,-7.2727323,52,108,0,1.0
-6.5499053,-1.7640644,49,Pm4,0,0.0
-1.3658489,-5.2731647,50,30,0,1.0
-2.2845309,-7.3117766,49,8,0,0.0
1.8995318,-6.2085524,52,166,0,1.0
-0.9448691,5.9853587,52,C2,0,0.0
-4.224469,0.5780173,49,Tm5c,0,0.0
-10.935618,-6.6571207,49,Mi1,0,0.0
-2.8688228,-3.617271,49,95,0,0.0
1.6732687,-13.410649,49,Tm1/TmY8,0,0.0
2.3768559,-3.4876986,49,172,0,0.0
-3.6824064,-5.115546,50,35,0,2.0
-2.4845955,-11.926185,50,Mi15,0,0.0
-0.5226739,-5.6081176,48,36,0,0.0
-9.153028,6.3236556,50,A/B-KC,1,1.0
5.089379,0.63037246,54,Dm3,0,0.0
1.7420508,-8.099611,52,49,0,0.0
1.7339334,5.2123604,53,T4/T5,0,0.0
3.331224,0.7102846,54,158,0,0.0
-11.437916,6.3042736,49,A/B*-KC,1,0.0
-1.8303878,1.1062454,56,19,0,0.0
-10.525966,-6.143808,49,Mi1,0,1.0
-7.412068,0.26865372,51,TmY5a,0,2.0
-0.027959134,-3.5547874,48,86,0,0.0
3.0950408,0.68869823,54,158,0,0.0
-11.264363,1.9770654,49,T2,0,0.0
-4.021568,-8.111182,52,219,0,0.0
-2.6248436,4.7747498,50,Tm2,0,0.0
-1.5132167,-2.6302128,48,64,0,2.0
-5.7376976,-3.0921206,51,58,0,0.0
-1.368314,-3.6183586,48,Capa,0,2.0
-0.8115015,3.3794591,55,Tm20,0,0.0
-7.3560724,0.42022762,51,TmY5a,0,0.0
-2.374494,-2.034137,48,71,0,0.0
-7.295268,-8.01475,50,159,0,2.0
4.7902026,0.3788594,54,Dm3,0,0.0
-12.966791,2.3030372,49,T3,0,0.0
-0.6064374,2.768089,55,Tm20,0,0.0
-0.47783196,1.6836714,56,34,0,0.0
4.8676343,0.75203526,54,Dm3,0,0.0
-14.590913,-2.5527713,50,T1,0,0.0
-2.859434,0.23462178,49,109,0,0.0
-1.0725627,3.8593442,55,Tm20,0,0.0
-4.1329927,-6.973886,51,OPN,0,2.0
7.608683,8.4107685,57,AST,0,0.0
-0.28843948,-4.7092414,48,36,0,0.0
-0.76061517,-0.4196454,55,140,0,0.0
2.972294,6.712717,53,T4/T5,0,0.0
10.775479,-3.5539343,51,PNG,0,0.0
-13.221524,-2.9712496,50,T1,0,0.0
1.5502374,-8.137968,52,49,0,0.0
2.7223842,-5.0394173,49,32,0,0.0
2.2304935,1.3027256,51,87,0,1.0
-1.06006,-5.2806735,50,30,0,1.0
-2.8191135,5.612278,50,Tm2,0,0.0
6.584444,5.760609,57,65,0,0.0
-9.249002,6.3997884,50,A/B-KC,1,2.0
-10.305236,7.6814985,49,G-KC,1,3.0
1.2373766,-4.538426,49,7,0,0.0
-10.57568,8.033488,49,G-KC,1,1.0
0.99458927,-3.3297656,49,78,0,0.0
2.7292192,11.375707,51,C3,0,0.0
8.599632,-0.63657826,50,90,0,0.0
2.5584693,7.4615254,53,T4/T5,0,0.0
-0.17536072,9.747079,49,5,0,0.0
-4.151673,-0.43766207,49,LPC1,0,0.0
0.16288193,-2.5488675,48,106,0,0.0
-4.7632794,2.7522147,52,61,0,0.0
-12.987031,2.0377712,49,T3,0,0.0
-1.5481343,-1.8592956,48,82,0,0.0
-4.036174,7.353312,52,Tm4,0,0.0
7.038927,3.4777231,51,33,0,0.0
-0.9835724,-2.9629178,48,91,0,0.0
3.2805352,-1.8542067,54,125,0,0.0
0.54195654,-1.6234467,51,53,0,0.0
-8.241567,-1.9813597,50,194,0,0.0
-6.5248175,10.807962,50,T2a,0,0.0
-3.0817554,-2.1150756,49,89,0,1.0
-1.1941272,-4.0012736,48,11,0,0.0
0.5714742,1.1450099,56,34,0,0.0
-1.6946783,3.016311,55,83,0,0.0
-8.392378,2.2953053,51,Tm3,0,1.0
9.08457,6.4117346,51,ENS,0,0.0
2.4627771,6.460346,53,T4/T5,0,0.0
-1.2024535,6.567551,52,C2,0,0.0
-12.5893755,2.147138,49,T3,0,0.0
1.6142124,-8.116196,52,49,0,0.0
-4.799529,2.763747,52,61,0,0.0
-2.5685472,2.1641595,55,127,0,1.0
3.001323,5.7225723,53,151,0,0.0
-2.7709773,-1.797624,49,89,0,0.0
2.6066372,7.130024,53,T4/T5,0,0.0
-4.812415,2.9120767,52,61,0,1.0
-3.7075436,-4.2617035,50,LC4,0,0.0
4.7807612,0.31026343,54,Dm3,0,0.0
-10.985368,7.426896,49,G-KC,1,0.0
-4.329652,-1.8181167,49,77,0,0.0
6.891188,2.903033,51,33,0,0.0
2.767188,7.56589,53,T4/T5,0,0.0
-1.0698342,-2.2183666,48,82,0,0.0
-2.6976142,-11.791787,50,Mi15,0,0.0
3.96201,-1.4442961,54,15b,0,0.0
-2.9228365,-1.5184689,49,89,0,0.0
-2.2867742,-4.515795,50,18,0,2.0
-6.8907676,0.3349813,51,TmY5a,0,0.0
-10.5709095,-6.4878654,49,Mi1,0,0.0
2.4168842,-6.273769,52,148,0,0.0
1.2064005,-5.564824,49,23,0,2.0
1.8795044,0.5223378,51,97,0,0.0
-8.66083,6.4436464,50,A/B-KC,1,2.0
-10.166067,9.121503,49,G-KC,1,7.0
-0.027277445,3.78552,55,Tm20,0,0.0
-4.1819496,3.90834,50,206,0,0.0
-3.701582,2.6992538,49,104,0,4.0
-9.157833,6.069251,50,A/B-KC,1,1.0
2.659782,6.925726,53,T4/T5,0,1.0
-3.6790936,0.71549356,49,109,0,0.0
-8.725476,5.7687335,50,A/B-KC,1,0.0
-3.7319741,-12.955022,50,PAM,0,0.0
1.1148912,-7.2497683,52,6,0,0.0
-9.112979,-0.6570912,50,121,0,0.0
-9.005876,6.8610654,50,A/B-KC,1,0.0
-10.682465,-6.534045,49,Mi1,0,0.0
2.6956434,11.223953,51,C3,0,0.0
9.6951885,1.2409376,50,CSM,0,0.0
2.6720898,6.180437,53,T4/T5,0,0.0
-0.19742233,-5.8713474,50,23,0,0.0
-6.753645,-1.9677904,49,Pm4,0,0.0
4.5656514,0.47013786,54,Dm3,0,0.0
-2.4536064,11.387517,52,Dm8/Dm11,0,0.0
7.2325234,8.7518425,57,AST,0,0.0
1.5235982,-3.5321252,49,130,0,1.0
-10.158544,9.031552,49,G-KC,1,7.0
-0.45969465,-3.08467,48,25,0,0.0
-1.0840598,-2.0034406,48,25,0,0.0
-5.488558,-1.9758844,49,42,0,0.0
3.1919596,0.78228325,54,158,0,0.0
2.6710308,6.1100655,53,T4/T5,0,1.0
-10.083157,-6.3645773,49,Mi1,0,0.0
-0.6116517,-6.8804364,52,50,0,1.0
-1.557612,-7.456478,49,8,0,2.0
-11.2209635,2.6159613,49,T2,0,0.0
-10.452859,8.084495,49,G-KC,1,1.0
2.5672157,11.303551,51,C3,0,0.0
8.183035,4.96843,51,ENS,0,0.0
2.1250994,7.1887164,53,T4/T5,0,0.0
3.9918084,4.1712437,52,L2/L3,0,1.0
-2.3230433,-4.671163,50,150,0,0.0
-10.8477335,2.6073005,49,T2,0,0.0
-0.45256963,2.1976564,55,Tm20,0,0.0
-1.3296832,-2.3017793,48,89,0,0.0
2.5284135,10.8334,51,C3,0,0.0
7.7605863,-4.8477716,53,PR,0,0.0
0.07853624,9.329135,49,5,0,1.0
2.015706,-4.7813644,49,129,0,0.0
2.640808,5.449205,53,T4/T5,0,0.0
-2.8476377,-1.9860969,49,39,0,0.0
-1.7214236,-4.3782525,50,147,0,0.0
-1.0602752,-3.689762,55,Tm20,0,1.0
0.3339867,0.6104026,56,57,0,0.0
-5.801467,5.3303046,50,Tm9,0,0.0
-0.40687028,-3.845743,48,38,0,0.0
-3.8786025,-4.2305994,50,PB2,0,0.0
-0.87964225,0.23725553,55,140,0,0.0
7.4536815,3.5620425,51,33,0,1.0
-4.0805387,-1.7548741,49,77,0,0.0
-2.9642894,-3.3060808,51,OPN,0,0.0
-9.3225355,-0.7733197,50,121,0,0.0
-0.77112055,9.342811,49,5,0,0.0
-1.5929114,4.6947036,49,Dm10,0,0.0
-7.3482623,0.39494467,51,TmY5a,0,0.0
-9.371311,-0.3766454,50,121,0,0.0
-0.101769365,-1.5270985,48,27,0,0.0
-10.800497,8.065721,49,G-KC,1,1.0
1.4207194,-5.8383718,49,23,0,0.0
7.3791695,8.913777,57,AST,0,0.0
-10.755076,-6.4138403,49,Mi1,0,0.0
-2.4511504,11.834256,52,Dm8/Dm11,0,0.0
-1.223415,-1.178022,49,169,0,0.0
-1.8117604,-4.4173656,48,12,0,1.0
4.5797305,0.3286594,54,Dm3,0,0.0
3.1784234,-4.5152526,49,175,0,1.0
-4.2658534,-5.988526,51,OPN,0,0.0
1.5364441,7.0835686,53,T4/T5,0,1.0
2.5429654,6.662089,53,T4/T5,0,0.0
-1.7652553,0.720718,56,19,0,0.0
7.8362455,-7.8824964,52,Lai,0,0.0
2.4877365,-5.1609607,49,129,0,0.0
-4.8522277,-5.0199327,51,OPN,0,0.0
-4.253909,-6.8838735,51,OPN,0,1.0
-8.168751,2.409203,51,Tm3,0,0.0
-4.6094656,2.6845078,52,61,0,0.0
-6.1644325,5.3324494,50,Tm9,0,0.0
-10.206344,8.356614,49,G-KC,1,1.0
2.721186,-0.033642184,54,72,0,1.0
-10.2704735,7.0963197,49,G-KC,1,1.0
6.25714,5.119715,57,65,0,1.0
7.69164,-7.7346106,52,Lai,0,0.0
2.9113808,5.6949606,53,34,0,0.0
2.7887478,-0.36953023,54,125,0,0.0
-0.7989352,1.1835157,55,55,0,0.0
-2.8224986,5.170092,50,Tm2,0,0.0
3.1260982,6.5818887,53,T4/T5,0,2.0
-6.6872945,-2.1115937,49,Pm4,0,0.0
2.1003072,7.2126775,53,T4/T5,0,1.0
2.6713057,6.223092,53,T4/T5,0,0.0
0.7537652,1.0189542,56,34,0,0.0
-5.8119407,4.9122415,50,Tm9,0,0.0
-1.6312952,-4.376173,48,12,0,2.0
3.0888846,-3.9106138,49,119,0,0.0
-0.11877722,-3.5056825,48,86,0,0.0
-5.6540146,5.317779,50,Tm9,0,0.0
-2.8786755,5.277475,50,Tm2,0,0.0
-3.5698895,-12.815137,50,PAM,0,1.0
3.1472192,-4.0373693,49,172,0,1.0
4.099487,-0.8692456,54,15a,0,0.0
1.7646494,-13.068829,49,Tm1/TmY8,0,0.0
1.1517984,-3.4827154,49,78,0,0.0
-12.667563,2.0106335,49,T3,0,0.0
-4.308276,4.2163467,50,177,0,3.0
0.5296096,0.8487666,56,34,0,0.0
-0.07131241,3.0215185,55,Tm20,0,0.0
0.8466366,-3.8252752,49,7,0,0.0
-3.097116,1.0272102,49,136,0,0.0
6.883046,8.175225,57,AST,0,0.0
3.3953285,-7.3150153,52,108,0,0.0
7.321395,8.4430895,57,AST,0,0.0
1.6876814,5.6714363,53,T4/T5,0,0.0
2.3095846,6.2279744,53,T4/T5,0,0.0
-1.1044741,6.48438,52,C2,0,2.0
4.6681337,0.3235543,54,Dm3,0,0.0
10.279725,-3.402082,51,PNG,0,0.0
-3.5478208,0.63629955,49,109,0,0.0
-4.222647,0.23031053,49,101,0,0.0
2.9216259,-1.9151037,50,24,0,0.0
-3.5238144,0.47075954,49,109,0,0.0
-1.637564,-2.2819893,48,82,0,0.0
6.8863244,7.731421,57,AST,0,0.0
-0.7769414,-1.0096442,48,25,0,1.0
-2.5203323,-7.788412,49,8,0,0.0
1.2010102,-8.244007,52,49,0,0.0
0.05977531,-9.098474,49,dFB_A,0,2.0
1.7644707,-13.129848,49,Tm1/TmY8,0,0.0
-2.8421016,-2.9457166,49,39,0,0.0
-3.2899318,0.19774953,49,109,0,0.0
-1.6146256,2.950294,55,83,0,1.0
2.1607769,6.167795,53,T4/T5,0,0.0
6.736484,6.734736,57,AST,0,0.0
1.4637473,5.6308527,53,T4/T5,0,0.0
-3.1003366,8.189553,51,26,0,1.0
-9.638173,-6.33137,49,Mi1,0,0.0
-3.5278141,0.61565024,49,109,0,0.0
-2.457867,2.5184984,51,193,0,1.0
-6.33721,-1.49823,49,42,0,0.0
-3.0930064,1.0180227,49,136,0,0.0
8.555614,5.543451,51,ENS,0,0.0
-1.8811129,1.4394175,56,19,0,1.0
-7.282149,3.3132758,51,142,0,0.0
-1.070486,-1.423183,48,27,0,0.0
2.0514917,6.036449,53,T4/T5,0,0.0
1.2771332,3.0662363,52,TmY3,0,0.0
-6.0790405,5.7103205,50,Tm9,0,0.0
1.943379,-13.264354,49,Tm1/TmY8,0,0.0
-6.131391,0.9121638,49,Mi9,0,0.0
2.4387336,6.87819,53,T4/T5,0,0.0
0.8145138,-2.5946608,49,130,0,1.0
-1.4462109,2.539315,55,83,0,1.0
-10.479423,-6.487313,49,Mi1,0,0.0
-11.779692,6.6251593,49,A/B*-KC,1,2.0
-3.550385,-3.3362324,49,35,0,1.0
2.1726847,5.448379,53,T4/T5,0,0.0
1.6248811,-12.964792,49,Tm1/TmY8,0,2.0
-1.5267802,2.2997348,55,69,0,0.0
11.375712,-3.6914694,51,PNG,0,0.0
2.4497578,-1.3404232,52,Dm4,0,0.0
-11.858994,6.363088,49,A/B*-KC,1,1.0
-0.27603132,-4.04968,48,86,0,0.0
2.0240388,6.120225,53,T4/T5,0,0.0
-3.6538866,-2.1619976,49,139,0,1.0
-2.6303232,2.2906005,55,127,0,0.0
0.7536892,0.08538128,56,199,0,0.0
0.023454474,9.474419,49,5,0,1.0
-0.24415886,-5.324004,48,36,0,1.0
-8.922604,6.3475533,50,A/B-KC,1,2.0
3.9453595,3.8380172,52,L2/L3,0,1.0
-10.997671,2.1907344,49,T2,0,0.0
