UMAP1,UMAP2,leiden,cell_type,is_KC,rut_expression
-9.002131,6.0799084,50,A/B-KC,1,2.0
3.379828,-0.79191387,54,15a,0,1.0
0.9185737,-3.9736505,49,7,0,0.0
0.93513715,-2.7681854,49,130,0,0.0
-5.6450253,5.0593457,50,Tm9,0,0.0
-2.0534337,1.4795566,56,19,0,0.0
0.9007955,-2.3327692,49,Dm12,0,1.0
-3.187921,-1.7391381,49,104,0,0.0
-2.0760043,1.1374213,56,19,0,0.0
-0.9133959,-4.981152,48,36,0,1.0
3.6054401,-0.910202,54,125,0,1.0
9.401782,-1.1816834,50,90,0,0.0
1.9301808,-5.1272388,49,129,0,0.0
-1.316009,-4.002918,48,64,0,0.0
1.9941883,6.7941704,53,T4/T5,0,0.0
-1.5168295,-7.2128644,49,8,0,1.0
-3.227554,-4.2476435,50,79,0,0.0
8.276045,8.055909,57,AST,0,0.0
-3.5467901,-3.600359,49,35,0,0.0
1.0558984,-5.0894046,49,62,0,2.0
4.2384615,0.39044642,54,Dm3,0,0.0
-0.56485957,3.1157005,55,Tm20,0,2.0
11.525437,4.955467,51,ENS,0,0.0
1.0221183,-5.4874315,49,23,0,2.0
-1.1946801,-3.577894,48,147,0,0.0
2.3070462,-4.6126385,49,32,0,3.0
-4.382222,7.5674477,52,Tm4,0,0.0
1.5952084,-8.64867,52,LLPC1,0,0.0
5.467436,0.41154045,54,Dm3,0,0.0
-0.7431055,-4.839582,48,11,0,0.0
-5.9784703,-8.5265045,50,81,0,0.0
8.328387,4.0627074,51,ENS,0,0.0
0.39992553,-2.412218,48,114,0,0.0
0.100130625,1.4308804,56,34,0,0.0
-4.189641,-1.6374035,49,77,0,0.0
2.2667377,7.1972637,53,T4/T5,0,0.0
6.18285,3.8548546,57,65,0,0.0
-8.081936,-2.0428083,50,194,0,0.0
-11.178319,7.857175,49,G-KC,1,2.0
-8.945788,6.3438754,50,A/B-KC,1,3.0
2.211888,-7.404524,52,148,0,0.0
4.147915,0.3182356,54,Dm3,0,2.0
-7.5505614,0.23350932,51,TmY5a,0,0.0
10.851762,1.853672,52,CTX,0,0.0
-3.0439672,-2.9576664,51,58,0,1.0
-2.4150827,-5.2293787,50,66,0,0.0
-0.731017,1.638535,55,55,0,0.0
-6.3778996,-3.9669354,51,58,0,1.0
-6.1709504,1.1277825,49,Mi9,0,0.0
0.9405167,-3.5498538,49,7,0,0.0
2.2110689,6.6985383,53,T4/T5,0,0.0
-1.5717399,-4.516709,48,64,0,4.0
0.4094788,-6.5242815,52,6,0,1.0
-0.9579634,2.0181565,55,83,0,0.0
-6.3939767,2.4989312,50,PB4/5,0,1.0
3.0096166,0.045802247,54,125,0,0.0
0.6187257,-6.241157,52,6,0,0.0
-1.4488611,1.6497859,55,69,0,0.0
0.40030026,-0.7373994,48,27,0,0.0
0.056861073,8.749468,49,5,0,0.0
-4.149714,-1.23669,49,77,0,0.0
-10.562854,-6.811088,49,Mi1,0,1.0
-2.5170014,-7.2681527,49,8,0,2.0
-3.0983977,8.828934,51,26,0,0.0
-11.679922,6.0131645,49,A/B*-KC,1,6.0
0.28792515,-8.863598,49,dFB_A,0,0.0
-5.7868986,-1.9846007,49,42,0,0.0
7.319688,-7.526721,52,Lai,0,1.0
-1.6266024,-4.5075355,48,64,0,0.0
3.8190813,-3.0254529,50,24,0,0.0
-0.48249736,-5.109654,48,86,0,0.0
0.980612,-6.5564365,52,6,0,0.0
7.8106236,8.804501,57,AST,0,0.0
-3.2550116,-4.7928724,50,35,0,0.0
-0.08206863,3.1987872,55,Tm20,0,0.0
3.267368,-0.41094872,54,72,0,0.0
-8.759702,-1.0964695,50,121,0,0.0
-1.9446496,0.49872425,55,140,0,0.0
2.6911962,-2.04428,49,Dm12,0,0.0
-10.290262,8.478827,49,G-KC,1,3.0
8.498641,1.5085132,50,CSM,0,0.0
-7.825257,0.24267495,51,TmY5a,0,0.0
-0.8289598,-1.5386202,48,79,0,0.0
2.0423632,-6.639963,52,108,0,1.0
-1.7643436,-1.2745492,49,LC10a/b,0,0.0
0.9287629,1.0549285,56,34,0,1.0
-1.7082108,0.24717365,56,19,0,1.0
-3.5553575,-12.82734,50,PAM,0,0.0
-5.6641283,-2.074598,49,42,0,0.0
-0.5507681,-7.05319,52,50,0,0.0
-1.1573838,-1.5311404,49,169,0,2.0
-0.9692095,-2.922935,48,71,0,1.0
8.145891,8.033271,57,AST,0,0.0
1.1712118,-5.2216706,49,62,0,0.0
-10.51961,8.077332,49,G-KC,1,0.0
-1.3837514,2.0438693,55,83,0,0.0
-4.478496,-4.8962326,50,14,0,2.0
-3.4617805,-3.3454154,49,95,0,0.0
2.9979913,-3.7900746,49,78,0,0.0
-10.165034,-5.9268713,49,Mi1,0,0.0
0.7381467,-5.2569394,49,62,0,0.0
-1.240633,-4.188829,48,147,0,1.0
-0.054640193,-4.156801,48,36,0,0.0
8.881546,0.449387,50,CSM,0,0.0
-0.33660963,3.7501757,55,Tm20,0,2.0
2.3392444,-3.9643466,49,119,0,2.0
-2.3897965,-12.763222,50,Mi15,0,1.0
-0.6115159,3.8171046,55,Tm20,0,3.0
2.4896452,10.552389,51,C3,0,0.0
8.965972,4.5202894,51,ENS,0,0.0
-7.163165,3.3182127,51,142,0,0.0
-9.233655,5.6658187,50,A/B-KC,1,1.0
-1.7622373,-3.39618,48,71,0,2.0
-0.18655804,-7.275206,52,50,0,0.0
3.309605,3.822277,52,L2/L3,0,0.0
-7.030386,-1.1331925,50,167,0,0.0
-1.3696283,-3.015407,48,12,0,0.0
-2.5510912,-8.073098,49,84,0,1.0
-6.556561,-2.084402,49,Pm4,0,0.0
1.9228148,6.717359,53,T4/T5,0,0.0
2.8611293,-8.197247,52,157,0,0.0
-11.686208,6.0214214,49,A/B*-KC,1,2.0
-3.611651,-12.833723,50,PAM,0,0.0
8.536052,4.483001,51,ENS,0,0.0
-0.9984526,-3.3505912,48,Capa,0,1.0
1.4237285,5.6940327,53,T4/T5,0,0.0
-0.43943575,-3.810794,48,100,0,0.0
1.8042408,-9.161803,52,LLPC1,0,1.0
-5.0004473,3.1375253,52,61,0,1.0
2.173481,-3.2144914,49,67,0,0.0
-3.8057115,-1.8186193,49,LC4,0,0.0
-6.2594666,-0.07655634,51,126,0,1.0
3.8047779,-2.5309668,50,24,0,0.0
-0.24174787,-7.465603,52,50,0,1.0
8.357942,8.0743685,57,AST,0,2.0
6.869718,6.9968596,57,AST,0,0.0
7.592209,8.805969,57,AST,0,0.0
-3.2527828,-12.237256,50,PAM,0,0.0
-2.612779,-4.309925,50,180,0,1.0
4.858944,0.6190234,54,Dm3,0,0.0
-6.650457,-8.336592,50,81,0,1.0
-4.487451,4.4953527,50,206,0,0.0
2.820084,6.716863,53,T4/T5,0,0.0
-12.206105,2.3221095,49,T3,0,0.0
-0.7731086,-6.155481,49,94,0,0.0
-2.7773361,-1.5971078,49,89,0,1.0
-1.2889616,-3.0188918,48,71,0,1.0
-6.3565183,-3.7486858,51,58,0,0.0
-5.537699,-1.3989854,49,42,0,0.0
2.6612296,0.17951986,54,72,0,0.0
9.131333,5.6262817,51,ENS,0,0.0
2.2395973,7.4578648,53,T4/T5,0,0.0
-1.019593,-2.9294548,48,71,0,0.0
3.674964,2.1917713,50,L4/L5,0,0.0
2.5877516,-2.0006278,49,Dm12,0,0.0
-0.077589355,9.913549,49,5,0,0.0
-2.9106805,2.5925336,55,127,0,0.0
1.2283134,0.7830489,51,104,0,0.0
-0.016373988,10.07243,49,5,0,1.0
1.1353532,-4.335741,49,7,0,0.0
-4.1652846,-0.9865164,49,77,0,2.0
-11.067269,2.2550693,49,T2,0,0.0
-12.645127,2.2965395,49,T3,0,0.0
-1.9574208,-4.601386,50,147,0,0.0
1.9219698,-5.548523,49,23,0,1.0
-1.7870369,2.6440513,55,83,0,0.0
-11.256429,2.9209306,49,T2,0,0.0
-9.381541,-0.39340508,50,121,0,0.0
-3.611793,-6.443162,50,14,0,2.0
-0.15704182,0.62272733,56,34,0,0.0
2.771567,-0.25812462,54,72,0,0.0
-1.2867163,-6.339091,49,8,0,0.0
0.1499943,-6.8689804,52,6,0,1.0
-1.8056587,-3.3467362,48,99,0,0.0
-5.4539733,5.1540403,50,Tm9,0,0.0
-10.126042,-6.5807223,49,Mi1,0,0.0
-5.7537184,4.6818056,50,Tm9,0,0.0
-10.26734,-6.818786,49,Mi1,0,0.0
0.34727463,-7.5362515,52,148,0,0.0
-1.6282451,2.538544,55,83,0,0.0
2.5411017,0.31798503,54,72,0,0.0
-5.3824735,0.33748326,49,Mi9,0,0.0
-5.093111,3.2173722,52,61,0,0.0
-3.2235503,8.865414,51,26,0,0.0
2.4881663,10.873785,51,C3,0,0.0
-2.0951397,-1.1341971,49,LC10a/b,0,3.0
9.249363,-3.4100702,51,PLM,0,0.0
-5.714183,0.7709934,49,Mi9,0,0.0
-1.6337292,4.2532544,49,Dm10,0,0.0
0.82463884,-7.3351145,52,157,0,0.0
2.0277483,6.684329,53,T4/T5,0,0.0
-8.343447,-1.5413005,50,154,0,0.0
-0.7269258,-5.5157986,48,Capa,0,1.0
-5.770654,-1.2462002,49,42,0,1.0
-9.458414,-2.9649782,50,Pm1-3,0,0.0
1.0690258,-3.4266522,49,7,0,0.0
-2.141824,0.5079676,55,140,0,1.0
-2.0120425,1.1032623,56,19,0,0.0
11.002381,4.1401744,51,ENS,0,0.0
7.6244493,4.404788,51,ENS,0,0.0
4.7994432,0.4971781,54,Dm3,0,1.0
0.8729433,1.6194545,56,57,0,0.0
-4.072045,4.844747,50,Tm2,0,2.0
8.611747,3.9636202,51,ENS,0,0.0
2.6252866,-4.4969997,49,32,0,1.0
2.208923,-13.63991,49,Tm1/TmY8,0,0.0
-2.5657449,8.3112335,51,26,0,0.0
-2.9293115,0.29680285,49,109,0,1.0
2.343875,-3.071279,49,114,0,1.0
-9.0005665,6.217191,50,A/B-KC,1,1.0
-8.592731,4.0320215,52,Lawf2,0,4.0
-0.6085428,-4.356337,48,120,0,0.0
8.439034,3.9124928,51,ENS,0,0.0
-5.427843,4.9754105,50,Tm9,0,0.0
-2.4236627,8.6358595,51,26,0,0.0
8.342187,4.2955594,51,ENS,0,0.0
-9.301025,-2.8831658,50,Pm1-3,0,1.0
2.5017476,11.378332,51,C3,0,0.0
-1.1710564,-1.1512544,49,27,0,0.0
2.1415377,-9.239337,52,LLPC1,0,2.0
-6.279971,10.830426,50,T2a,0,0.0
-12.817471,2.071804,49,T3,0,0.0
-7.5858526,-5.208726,53,Poxn,0,0.0
-1.9210439,-4.423442,48,12,0,1.0
-2.7806387,4.654339,50,Tm2,0,0.0
-10.339144,8.612791,49,G-KC,1,3.0
1.7527952,5.3208823,53,T4/T5,0,0.0
-2.7860062,8.33689,51,26,0,0.0
-1.7404116,-5.507525,50,66,0,0.0
0.44995418,0.6527317,56,34,0,1.0
-4.8415775,-11.436728,50,OCTY,0,0.0
-10.2733,7.8980465,49,G-KC,1,2.0
8.618518,-3.2157989,51,PLM,0,1.0
-0.2756939,1.9806181,55,55,0,0.0
0.8556031,-7.5559087,52,6,0,0.0
-7.800806,0.32253355,51,TmY5a,0,0.0
-2.0492013,-1.6648062,49,89,0,0.0
-5.844891,-1.9330903,49,42,0,1.0
-12.946739,1.9421003,49,T3,0,0.0
-4.6391187,-1.8199028,49,77,0,0.0
0.9807984,-7.4860654,52,49,0,0.0
0.44729364,-9.512518,49,dFB_A,0,0.0
0.8738528,-3.9855487,49,146,0,0.0
8.171882,5.3384566,51,ENS,0,0.0
4.2903676,2.393412,50,L4/L5,0,0.0
-1.6666574,2.7683125,55,83,0,0.0
-12.82114,2.0104904,49,T3,0,0.0
-7.7733116,2.2146077,51,Tm3,0,0.0
-4.2748938,-3.0448506,51,58,0,0.0
-2.3761513,11.760441,52,Dm8/Dm11,0,0.0
-10.539969,-2.3695276,50,AstA/Nplp1,0,4.0
-13.249441,1.9488124,49,T3,0,0.0
1.9094313,-5.5023866,49,23,0,1.0
-3.848421,-6.728747,51,OPN,0,0.0
3.465718,-0.8045969,54,125,0,1.0
3.5445032,-0.77464706,54,125,0,0.0
8.211891,5.382314,51,ENS,0,0.0
2.305653,-9.085769,52,LLPC1,0,1.0
-1.4830054,-3.8281362,48,11,0,2.0
-2.905964,-1.9021714,49,91,0,0.0
-1.1155515,-3.558934,48,38,0,0.0
2.2115767,5.8541107,53,T4/T5,0,0.0
-10.676064,8.38728,49,G-KC,1,2.0
9.217512,3.6788082,51,ENS,0,0.0
-3.0131934,5.1933904,50,Tm2,0,0.0
-9.286772,-0.39574865,50,121,0,0.0
9.342532,2.4338927,52,CTX,0,0.0
-13.412307,-1.7727834,50,Lawf2,0,0.0
-12.801046,1.7972605,49,T3,0,0.0
-4.3064494,-3.276036,51,58,0,0.0
3.2884624,-2.6308792,50,24,0,0.0
1.5366645,-2.5748951,49,32,0,0.0
-10.154303,7.9623437,49,G-KC,1,1.0
-5.792093,-8.458965,50,81,0,1.0
-11.45973,5.878663,49,A/B*-KC,1,2.0
-15.639075,-2.944363,50,T1,0,0.0
-1.8031653,-5.403244,50,30,0,0.0
1.173584,-4.0223064,49,7,0,1.0
2.6337569,0.066128105,54,72,0,0.0
3.6126423,-2.959294,50,24,0,0.0
0.8291389,1.0680362,56,34,0,1.0
2.9382365,-3.3244252,49,119,0,0.0
3.7001417,1.1805067,50,170,0,1.0
-4.617537,-3.1185477,51,58,0,0.0
1.5624468,-7.939887,52,LLPC1,0,0.0
-8.772286,6.5149827,50,A/B-KC,1,4.0
-0.98404074,2.1482844,55,83,0,0.0
-0.9449724,-4.007038,48,64,0,0.0
5.33082,3.8526974,57,65,0,0.0
-3.1604917,0.97319067,49,136,0,1.0
0.35743082,-1.698778,51,53,0,0.0
-3.0104778,5.458791,50,Tm2,0,0.0
8.80785,5.7156205,51,ENS,0,0.0
5.712771,3.0681696,51,33,0,0.0
-1.4183751,0.45195103,56,19,0,0.0
3.631028,-0.6700803,54,15a,0,1.0
-3.2857702,-4.1488,49,95,0,2.0
0.026823072,-6.171669,52,6,0,1.0
0.23020242,-2.4745352,48,106,0,0.0
2.9311237,-1.077437,49,132,0,1.0
-0.3233348,-5.2044926,48,94,0,0.0
-0.90547115,1.4014461,55,55,0,0.0
-2.2256365,-7.080716,49,8,0,1.0
4.631738,-0.9514001,54,15a,0,0.0
6.999872,-3.9173963,53,PR,0,0.0
-4.335512,1.9007269,53,131,0,0.0
-6.238237,10.827125,50,T2a,0,0.0
-0.12073731,1.6145376,56,34,0,0.0
-1.1394794,0.08444977,52,6,0,0.0
-2.0946734,-3.6110716,48,99,0,2.0
-4.2108254,-2.2236495,49,139,0,1.0
-1.4138772,-2.4529872,48,82,0,0.0
-2.4754143,-2.8685381,55,69,0,2.0
-2.3077037,-4.3065066,48,12,0,0.0
-0.0145167215,9.019621,49,5,0,1.0
-5.8833017,0.88572764,49,Mi9,0,0.0
3.0648665,-3.670546,49,172,0,0.0
4.482672,0.39217916,54,Dm3,0,0.0
-2.950385,8.15864,51,26,0,0.0
-0.5890812,-2.2631705,48,25,0,0.0
-2.864864,-11.015786,50,SER,0,2.0
4.2560716,0.19331586,54,Dm3,0,0.0
-4.271006,-1.5937506,49,77,0,0.0
0.43024138,-9.455172,49,dFB_A,0,0.0
2.5382779,-7.0794215,52,148,0,0.0
2.1601374,-3.5334563,49,119,0,0.0
-2.1013446,-6.5533466,50,OPN,0,3.0
-8.421387,6.9163294,50,A/B-KC,1,1.0
4.514591,-1.2487793,54,15a,0,0.0
1.7011911,-3.0512738,49,7,0,1.0
-10.307784,-6.7402477,49,Mi1,0,0.0
4.8078322,0.76026565,54,Dm3,0,0.0
-3.978224,-0.23440443,49,LPC1,0,0.0
0.5005007,-7.1638303,52,6,0,0.0
-10.261916,-2.4098194,50,AstA/Nplp1,0,1.0
3.5182333,-3.1947572,49,162,0,0.0
-11.829012,6.259546,49,A/B*-KC,1,1.0
-10.459605,8.02447,49,G-KC,1,1.0
2.1680849,6.2623577,53,T4/T5,0,0.0
5.3011246,0.3227431,54,Dm3,0,0.0
-2.2807205,-6.8993206,49,8,0,0.0
1.7549956,5.911866,53,T4/T5,0,0.0
3.1674685,6.4986835,53,T4/T5,0,0.0
7.3818808,8.518215,57,AST,0,0.0
-3.8008296,-5.062155,50,174,0,1.0
-9.2595,-2.0015826,50,154,0,3.0
-1.9815876,-0.10475615,49,128,0,0.0
-1.0578275,-4.212537,48,11,0,1.0
2.2569,7.11564,53,T4/T5,0,0.0
-11.985466,1.7509618,49,125,0,2.0
9.386213,5.0947638,51,ENS,0,1.0
4.8547196,0.2702746,54,Dm3,0,0.0
9.404335,5.7117505,51,ENS,0,0.0
10.947091,1.8605982,52,CTX,0,1.0
-1.6781558,-7.886269,49,8,0,0.0
-7.4916787,-5.2172284,53,Poxn,0,0.0
-6.367264,-1.4470532,49,42,0,0.0
3.6963854,-2.9312232,50,24,0,0.0
-1.2278001,-5.9586787,50,66,0,1.0
-13.013615,2.255447,49,T3,0,0.0
-0.7793632,-5.5767827,49,86,0,1.0
-2.283643,-5.177573,50,66,0,4.0
1.3213934,6.624091,53,T4/T5,0,0.0
-1.0092016,0.95385104,55,55,0,0.0
2.1156983,1.274614,51,87,0,1.0
1.7086797,-8.8783455,52,LLPC1,0,1.0
2.6490397,0.3152011,54,72,0,0.0
-0.55605555,-0.7152617,48,27,0,0.0
-11.105193,2.6646454,49,T2,0,0.0
-4.8814282,0.84434783,49,Tm5c,0,0.0
-12.479186,2.0915642,49,T3,0,0.0
2.6983547,-7.25583,52,108,0,1.0
-10.000131,8.947859,49,G-KC,1,0.0
4.3836265,0.24649265,54,Dm3,0,0.0
-1.3343627,-2.8645222,48,38,0,0.0
-7.512339,0.45134616,51,TmY5a,0,0.0
0.0887574,1.3577204,56,34,0,0.0
-0.26451397,1.3671243,56,34,0,0.0
-6.0479817,-3.6773834,51,58,0,1.0
-12.315227,2.0466146,49,T3,0,1.0
2.6120837,0.2289992,54,72,0,0.0
-0.22152773,-4.5734906,48,86,0,0.0
2.2572846,6.1124773,53,T4/T5,0,0.0
2.7655113,6.049808,53,T4/T5,0,0.0
2.4263802,-9.406537,52,LLPC1,0,0.0
-5.8411326,-1.4842285,49,42,0,1.0
-3.5270348,-3.182684,49,39,0,1.0
-5.7843957,5.263744,50,Tm9,0,0.0
-3.7809982,3.317114,50,179,0,0.0
4.4909797,0.18190098,54,Dm3,0,0.0
-11.833384,6.2397666,49,A/B*-KC,1,2.0
-1.3291869,-5.0867224,48,150,0,1.0
-10.287479,6.2652097,49,A/B*-KC,1,0.0
2.0742173,1.4653466,51,87,0,0.0
-12.807728,1.879726,49,T3,0,0.0
-2.8593564,2.1472752,55,127,0,0.0
-1.9266524,-5.055508,50,66,0,1.0
-3.2713902,-5.039757,50,14,0,1.0
-0.085862935,1.3347567,56,34,0,0.0
-2.9950466,2.6467357,51,193,0,0.0
-4.8419347,1.1362933,49,Tm5c,0,0.0
0.52027935,-6.9769144,52,6,0,0.0
-2.8275228,-0.12612987,49,152,0,1.0
-1.0701509,-2.0937834,48,82,0,0.0
-9.118251,5.9287915,50,A/B-KC,1,0.0
3.7196732,2.9838545,50,L4/L5,0,1.0
-13.06666,1.9326552,49,T3,0,0.0
-6.0940275,1.0917479,49,Mi9,0,0.0
-1.6505659,-8.084097,49,8,0,0.0
0.12718543,-6.5062637,52,6,0,0.0
-0.7456636,0.18405272,56,80,0,2.0
-0.7469191,-4.6383805,48,11,0,0.0
2.1833148,-0.79248947,54,201,0,0.0
2.4462554,-4.705904,49,32,0,0.0
-10.447789,-6.7239137,49,Mi1,0,2.0
-1.1769084,0.16640979,56,80,0,0.0
5.166728,0.5394404,54,Dm3,0,0.0
8.249537,3.819646,51,ENS,0,0.0
8.645939,-1.0993965,50,90,0,0.0
-3.4062877,1.1866477,49,165,0,1.0
4.8948774,-1.2009858,54,15a,0,0.0
-0.7851368,-9.146114,49,195,0,1.0
-5.801963,0.87507653,49,Mi9,0,0.0
4.292661,-0.8929903,54,15a,0,0.0
-1.7379615,0.2982906,56,19,0,1.0
1.3735894,6.4029617,53,T4/T5,0,0.0
-1.3107275,1.3843808,56,80,0,0.0
-3.2769706,-3.1077604,49,63,0,0.0
-1.4227123,-1.4806535,49,169,0,0.0
-2.7376962,-4.672634,49,95,0,0.0
-1.9938818,1.2656863,56,19,0,0.0
-2.7852511,8.681749,51,26,0,0.0
7.3311973,-7.622813,52,Lai,0,1.0
-3.5346239,-3.0875437,49,63,0,1.0
-1.6785909,3.018981,55,83,0,0.0
0.005943382,8.896564,49,5,0,1.0
5.4357343,0.5014921,54,Dm3,0,0.0
-5.970484,5.16467,50,Tm9,0,1.0
-9.096078,6.111803,50,A/B-KC,1,4.0
-12.778517,2.4728227,49,T3,0,0.0
2.0316927,-8.116968,52,49,0,1.0
8.516164,-1.1604207,50,90,0,0.0
-1.4834155,2.3501933,55,69,0,1.0
-6.1837273,0.071596414,51,126,0,0.0
3.5683022,5.6921644,53,33,0,0.0
-2.4107463,11.786573,52,Dm8/Dm11,0,0.0
-2.6391225,-7.5213366,49,8,0,0.0
-13.030604,1.7239426,49,T3,0,0.0
2.144755,-3.5827954,49,130,0,0.0
10.9637,5.2312217,51,ENS,0,0.0
0.09503549,-2.737718,51,53,0,0.0
-7.68748,0.3807985,51,TmY5a,0,0.0
1.6576649,-13.243662,49,Tm1/TmY8,0,2.0
0.3981549,-0.09230461,56,80,0,0.0
1.1033275,3.2929385,52,TmY3,0,1.0
-9.231086,6.149886,50,A/B-KC,1,2.0
-0.30609533,9.6566305,49,5,0,1.0
-11.507342,6.7238317,49,A/B*-KC,1,5.0
-0.959228,3.2411282,55,Tm20,0,1.0
-4.517261,-3.924843,49,35,0,0.0
-10.068464,9.074216,49,G-KC,1,5.0
-0.81380904,-4.914974,48,11,0,0.0
-1.2305964,-4.2511597,48,11,0,0.0
1.1303284,-4.1030884,49,7,0,1.0
-4.007794,-0.5448777,49,Pm4,0,0.0
-0.49716654,0.33929658,56,113,0,0.0
-2.9563248,8.635341,51,26,0,1.0
-11.649481,6.433016,49,A/B*-KC,1,4.0
-10.22601,-6.589243,49,Mi1,0,0.0
-3.169715,1.334577,49,165,0,0.0
2.305089,6.0534954,53,T4/T5,0,0.0
-6.119638,-3.727923,51,58,0,0.0
-7.3128176,0.3248705,51,TmY5a,0,0.0
-4.1386466,-7.206757,51,OPN,0,0.0
0.08080377,1.4181808,56,34,0,0.0
-9.225376,-0.6143004,50,121,0,0.0
-7.5693603,0.3763412,51,TmY5a,0,0.0
9.37363,2.3309252,52,CTX,0,0.0
-8.985072,6.3815675,50,A/B-KC,1,1.0
8.697833,6.6476007,57,ENS,0,0.0
1.3748158,-3.530997,49,7,0,1.0
2.4499178,-3.4575214,49,172,0,1.0
4.925641,-1.3466066,54,15a,0,0.0
-10.223778,8.42918,49,G-KC,1,5.0
-11.657873,-4.136262,53,192,0,0.0
1.2713751,-3.1919227,49,7,0,0.0
-2.2583854,-2.8083794,48,71,0,0.0
-1.4289235,-1.8160206,49,169,0,0.0
7.3476253,-4.3747354,53,PR,0,2.0
-1.349075,-1.6220547,48,27,0,2.0
-7.6882553,-8.181202,50,159,0,0.0
4.4020953,-1.4241894,54,15a,0,0.0
-2.817906,-5.0272474,50,50,0,1.0
-12.966816,2.0169654,49,T3,0,0.0
-6.0074654,-1.3332549,49,42,0,0.0
2.6935003,-6.03386,52,108,0,0.0
11.20346,5.124035,51,ENS,0,0.0
-1.8988423,0.75348264,56,19,0,0.0
3.629894,-3.5811536,49,162,0,1.0
5.167595,10.589304,52,Dm9,0,0.0
0.106441714,9.429094,49,5,0,0.0
-6.3920984,-6.3344626,53,Dm1,0,1.0
-2.6086504,2.4093652,51,193,0,1.0
2.7012079,-4.227465,49,Clock_B,0,2.0
-0.08700118,9.865626,49,5,0,0.0
-5.707702,5.222523,50,Tm9,0,0.0
-11.039396,2.1218355,49,T2,0,0.0
-0.15626347,3.616702,55,Tm20,0,0.0
-7.332365,-2.2242534,49,Pm4,0,1.0
7.9299703,4.8264194,51,ENS,0,0.0
-9.668039,-5.756393,49,Mi1,0,0.0
-3.4423954,-12.9441,50,PAM,0,1.0
2.2365181,-4.748218,49,32,0,0.0
1.9467237,0.40557113,51,97,0,0.0
-1.3856701,0.86372936,56,19,0,0.0
1.7801372,-8.81157,52,LLPC1,0,0.0
-4.772635,2.7777493,52,61,0,0.0
-9.185635,6.3515286,50,A/B-KC,1,4.0
2.896254,-0.0216464,54,72,0,1.0
-7.50226,0.46747655,51,TmY5a,0,0.0
-4.633635,2.7631862,52,61,0,2.0
-1.5481344,-5.2734494,50,66,0,1.0
-3.3372817,-6.150765,51,OPN,0,0.0
-3.1016374,-3.0225499,49,79,0,0.0
-2.822543,0.14190865,49,LC10a/b,0,0.0
-12.568841,1.998455,49,T3,0,1.0
4.0486765,0.11955438,54,Dm3,0,0.0
-12.592218,2.0706182,49,T3,0,0.0
2.5112033,-1.6594399,49,LPi-34,0,1.0
-11.252862,2.8087177,49,T2,0,0.0
1.9245292,-3.6309211,49,67,0,0.0
-2.7036712,-5.0282574,50,174,0,1.0
1.4415289,-8.690371,52,49,0,0.0
-2.1323392,1.3876935,56,19,0,0.0
1.8454652,-1.9064509,49,132,0,0.0
-2.932693,5.4077544,50,Tm2,0,1.0
-0.17552814,1.4851199,55,55,0,0.0
-0.46599087,-1.1642972,48,27,0,0.0
-3.5035393,-12.465905,50,PAM,0,0.0
-7.3487363,-1.0807675,50,167,0,1.0
-6.091217,-0.049665026,51,126,0,0.0
-5.4570813,4.8884764,50,Tm9,0,0.0
2.1516614,7.01763,53,T4/T5,0,0.0
-11.792048,5.9862375,49,A/B*-KC,1,1.0
-2.5209835,-8.353522,49,84,0,0.0
-3.1100736,-11.598488,50,Mi15,0,0.0
-3.1706004,-3.795109,50,180,0,0.0
5.878607,4.4396377,57,65,0,0.0
7.9135365,4.6978583,51,ENS,0,0.0
-9.452128,-0.5233261,50,121,0,0.0
8.405701,5.3197594,51,ENS,0,0.0
-5.825858,0.77242583,49,Mi9,0,0.0
-3.100271,-4.998337,50,138,0,0.0
4.7150474,-2.9854734,50,24,0,0.0
-6.687138,11.124636,50,T2a,0,0.0
-3.0929525,-7.9496207,49,84,0,0.0
-0.047268625,8.776408,49,5,0,0.0
5.228407,0.71060437,54,Dm3,0,0.0
-4.6203504,0.8720562,49,Tm5c,0,0.0
-5.4109735,0.86914366,49,Mi9,0,0.0
6.1977067,3.2926345,51,33,0,0.0
-2.9304411,-0.40430892,49,LPC1,0,0.0
-0.64709496,-2.1208568,48,25,0,0.0
-1.2080237,-4.0381613,48,12,0,0.0
-1.9303839,-7.606251,49,8,0,0.0
-3.2620714,-1.9181739,49,104,0,0.0
-12.55428,2.1557007,49,T3,0,0.0
6.7797475,8.450503,57,AST,0,0.0
9.070517,3.6829767,51,ENS,0,0.0
1.0196197,3.2167559,52,TmY3,0,2.0
-0.649561,-0.61901397,48,27,0,0.0
-0.8417848,1.9816284,55,144,0,1.0
0.9118687,-3.6125934,49,7,0,0.0
0.84003437,-3.0141196,49,7,0,1.0
5.958803,3.157679,51,208,0,0.0
4.305303,-0.02536261,54,Dm3,0,0.0
2.4073486,11.228112,51,C3,0,0.0
-5.6609693,-1.459086,49,42,0,1.0
-3.3002822,-5.5211854,50,18,0,1.0
3.1082754,2.6832733,52,L2/L3,0,0.0
3.714359,-5.22406,49,PB1,0,0.0
-5.860972,10.081092,50,T2a,0,0.0
-0.3887185,1.474171,55,55,0,1.0
-1.5126299,2.4263976,55,69,0,0.0
-0.85056084,-2.9784105,48,38,0,0.0
11.389672,1.8396878,52,CTX,0,0.0
-1.1639222,-2.9966502,48,25,0,1.0
-1.459742,-4.105428,48,64,0,1.0
